STATEFIPS,STATE,ZIPCODE,AGI_STUB,N1,MARS1,MARS2,A00100
37,NC,28582,0,820,310,410,44268
37,NC,28584,0,5930,2370,2900,351595
37,NC,28585,0,1610,620,630,62648
37,NC,28586,0,2890,1080,1080,111460
37,NC,28587,0,100,40,20,3473
37,NC,28590,0,11380,4300,4910,708390
37,NC,28594,0,2060,920,960,153318
37,NC,28601,0,22480,9890,8880,1430147
37,NC,28602,0,12000,5160,4470,521982
37,NC,28604,0,2680,1280,1160,142322
37,NC,28605,0,1840,890,840,168484
37,NC,28606,0,820,280,390,30364
37,NC,28607,0,10550,5640,3980,554318
37,NC,28609,0,2580,1050,1160,130739
37,NC,28610,0,4380,1830,1830,186864
37,NC,28611,0,330,110,150,12246
37,NC,28612,0,4340,1760,1870,168121
37,NC,28613,0,10230,4260,4080,486934
37,NC,28615,0,660,230,340,22751
37,NC,28617,0,800,300,380,29692
37,NC,28618,0,1000,400,500,44001
37,NC,28621,0,4050,1590,1800,178244
37,NC,28622,0,890,370,400,29574
37,NC,28623,0,640,210,320,23210
37,NC,28624,0,590,210,290,21770
37,NC,28625,0,16140,6530,6940,797822
37,NC,28626,0,1010,370,510,49335
37,NC,28627,0,480,170,230,20758
37,NC,28630,0,8180,3190,3650,369250
37,NC,28631,0,260,80,140,10457
37,NC,28634,0,2130,800,900,80115
37,NC,28635,0,1490,550,730,54116
37,NC,28636,0,2140,820,950,81217
37,NC,28637,0,1060,430,460,40929
37,NC,28638,0,5260,2030,2270,209295
37,NC,28640,0,1860,700,870,92714
37,NC,28642,0,2230,880,950,84892
37,NC,28643,0,1210,440,620,42298
37,NC,28644,0,580,210,290,23715
37,NC,28645,0,17790,6890,7360,723305
37,NC,28649,0,330,120,180,12444
37,NC,28650,0,5550,2180,2510,241601
37,NC,28651,0,2660,1000,1250,110850
37,NC,28654,0,1540,570,680,73688
37,NC,28655,0,20540,8420,8130,891104
37,NC,28657,0,3230,1270,1510,120737
37,NC,28658,0,11550,4960,4480,544130
37,NC,28659,0,7990,3200,3390,352060
37,NC,28660,0,910,360,420,42338
37,NC,28663,0,250,80,150,10783
37,NC,28665,0,1020,380,500,46368
37,NC,28668,0,140,50,80,18128
37,NC,28669,0,1200,460,580,43385
37,NC,28670,0,1090,390,560,44973
37,NC,28673,0,2830,1110,1430,225193
37,NC,28675,0,2530,970,1170,107532
37,NC,28676,0,1510,550,800,79865
37,NC,28677,0,14410,6230,4790,600063
37,NC,28678,0,2060,810,920,84409
37,NC,28679,0,830,340,420,37698
37,NC,28681,0,10050,3990,4590,463785
37,NC,28682,0,590,210,320,52513
37,NC,28683,0,690,270,370,25951
37,NC,28684,0,730,260,390,33336
37,NC,28685,0,710,270,360,28294
37,NC,28689,0,830,300,440,45022
37,NC,28690,0,3850,1650,1580,167169
37,NC,28692,0,1690,740,750,76155
37,NC,28693,0,580,190,290,20195
37,NC,28694,0,3340,1300,1580,145346
37,NC,28697,0,5190,2060,2320,297959
37,NC,28698,0,840,330,400,34274
37,NC,28701,0,1680,710,760,75967
37,NC,28702,0,190,70,100,7356
37,NC,28704,0,9790,4540,3660,581089
37,NC,28705,0,2310,780,1270,92896
37,NC,28708,0,220,70,110,7745
37,NC,28709,0,890,350,410,39921
37,NC,28711,0,5840,2770,2360,296958
37,NC,28712,0,7610,3270,3420,419467
37,NC,28713,0,3800,1570,1650,145645
37,NC,28714,0,6090,2290,2990,260491
37,NC,28715,0,11280,4770,4770,578290
37,NC,28716,0,7480,3190,3220,314148
37,NC,28717,0,1160,520,510,83648
37,NC,28718,0,290,120,150,15626
37,NC,28719,0,4220,2200,880,163647
37,NC,28721,0,4420,1810,2010,205625
37,NC,28722,0,2770,1190,1290,167477
37,NC,28723,0,2790,1470,990,114041
37,NC,28726,0,1460,630,480,45254
37,NC,28729,0,1690,650,850,81750
37,NC,28730,0,4280,1750,2040,275030
37,NC,28731,0,3800,1520,1830,265596
37,NC,28732,0,7870,3320,3670,488402
37,NC,28734,0,10760,4460,4820,483087
37,NC,28735,0,120,70,40,5721
37,NC,28736,0,300,130,140,13781
37,NC,28739,0,8690,3680,4130,525295
37,NC,28740,0,850,290,480,32791
37,NC,28741,0,1600,770,710,125620
37,NC,28742,0,1430,580,710,73546
37,NC,28743,0,780,320,350,29805
37,NC,28745,0,670,300,310,37539
37,NC,28746,0,1070,400,550,65968
37,NC,28747,0,770,290,350,37359
37,NC,28748,0,5260,2140,2350,220043
37,NC,28751,0,1540,690,680,67940
37,NC,28752,0,12130,4810,4990,482112
37,NC,28753,0,4470,1810,2080,179314
37,NC,28754,0,3090,1230,1490,138975
37,NC,28756,0,1670,630,780,74733
37,NC,28759,0,3240,1320,1640,195882
37,NC,28761,0,3080,1140,1460,140157
37,NC,28762,0,2950,1170,1310,117950
37,NC,28763,0,1080,430,520,43051
37,NC,28766,0,710,280,340,31020
37,NC,28768,0,2930,1170,1430,147507
37,NC,28771,0,3100,1260,1410,118830
37,NC,28772,0,790,310,360,26567
37,NC,28773,0,1400,590,660,74146
37,NC,28774,0,400,150,220,34760
37,NC,28775,0,250,100,120,13426
37,NC,28777,0,3600,1350,1710,148612
37,NC,28778,0,4630,2300,1680,190800
37,NC,28779,0,6140,2700,2570,279929
37,NC,28781,0,310,110,170,12689
37,NC,28782,0,2680,1250,1130,185643
37,NC,28783,0,520,190,260,18342
37,NC,28785,0,3050,1260,1460,154570
37,NC,28786,0,8750,3870,3740,423024
37,NC,28787,0,9550,4040,4310,491295
37,NC,28789,0,2480,1090,910,98491
37,NC,28790,0,1290,500,670,66321
37,NC,28791,0,6400,2730,3010,357635
37,NC,28792,0,13380,5930,5260,560028
37,NC,28801,0,6730,4410,1280,352039
37,NC,28803,0,14850,7910,5050,1156644
37,NC,28804,0,10020,5130,3910,790782
37,NC,28805,0,8970,4870,3050,480271
37,NC,28806,0,19640,10490,5720,775770
37,NC,28901,0,1990,800,850,72495
37,NC,28902,0,560,200,290,24644
37,NC,28904,0,3350,1270,1690,151441
37,NC,28905,0,1140,450,520,39871
37,NC,28906,0,7270,2780,3530,293128
37,NC,28909,0,400,160,190,13500
37,NC,99999,0,80480,39620,23660,4468180
38,ND,0,0,366020,185720,143380,27121697
38,ND,58004,0,120,40,60,6906
38,ND,58005,0,340,120,200,34609
38,ND,58006,0,210,110,90,25486
38,ND,58008,0,110,50,50,8378
38,ND,58011,0,210,90,120,17239
38,ND,58012,0,1250,540,590,92550
38,ND,58015,0,140,70,70,11008
38,ND,58017,0,130,50,70,9383
38,ND,58018,0,170,60,90,13548
38,ND,58021,0,230,100,110,16030
38,ND,58027,0,670,290,310,38406
38,ND,58030,0,330,140,150,23812
38,ND,58031,0,210,90,100,10947
38,ND,58032,0,350,170,170,24294
38,ND,58033,0,180,60,90,13327
38,ND,58035,0,140,70,50,10261
38,ND,58036,0,130,50,70,8870
38,ND,58038,0,180,80,90,12008
38,ND,58040,0,570,300,230,32134
38,ND,58041,0,770,360,360,43190
38,ND,58042,0,730,280,410,57741
38,ND,58045,0,1100,530,480,72338
38,ND,58046,0,290,130,140,22263
38,ND,58047,0,1680,670,890,181786
38,ND,58048,0,250,120,120,17373
38,ND,58049,0,130,70,60,8333
38,ND,58051,0,750,290,400,64032
38,ND,58052,0,290,110,160,18641
38,ND,58053,0,560,270,240,30667
38,ND,58054,0,1640,820,660,93392
38,ND,58059,0,640,260,330,44098
38,ND,58060,0,710,350,330,40541
38,ND,58061,0,210,100,100,15929
38,ND,58063,0,170,80,70,11366
38,ND,58064,0,200,80,100,16320
38,ND,58067,0,130,60,60,7150
38,ND,58068,0,170,70,90,9334
38,ND,58071,0,200,100,90,12518
38,ND,58072,0,3910,2020,1540,234683
38,ND,58075,0,4120,2060,1660,244335
38,ND,58077,0,360,150,200,28163
38,ND,58078,0,15840,7410,6830,1225469
38,ND,58079,0,250,110,140,20156
38,ND,58081,0,420,200,200,28331
38,ND,58102,0,14360,8580,4550,901149
38,ND,58103,0,26170,15640,7300,1423081
38,ND,58104,0,18320,9400,7180,1587953
38,ND,58201,0,19610,10650,7030,1361151
38,ND,58203,0,7610,4650,2100,324741
38,ND,58204,0,590,80,480,28103
38,ND,58210,0,160,80,70,9412
38,ND,58212,0,200,100,90,11356
38,ND,58214,0,200,90,90,11550
38,ND,58218,0,340,140,180,23350
38,ND,58220,0,1150,540,530,77461
38,ND,58222,0,130,60,60,6024
38,ND,58223,0,120,50,60,8963
38,ND,58225,0,510,230,230,33215
38,ND,58227,0,240,100,120,13807
38,ND,58228,0,500,250,200,24117
38,ND,58230,0,330,160,150,22410
38,ND,58231,0,240,110,130,13315
38,ND,58233,0,170,90,80,12628
38,ND,58235,0,200,90,90,12254
38,ND,58237,0,2690,1340,980,139938
38,ND,58240,0,560,270,240,34971
38,ND,58243,0,260,130,120,20465
38,ND,58249,0,1290,620,590,86713
38,ND,58250,0,90,40,50,5135
38,ND,58251,0,1000,480,450,60535
38,ND,58254,0,270,130,120,13259
38,ND,58256,0,460,220,210,29044
38,ND,58257,0,950,480,380,59155
38,ND,58258,0,150,70,70,8001
38,ND,58259,0,210,100,110,11347
38,ND,58261,0,540,260,250,31843
38,ND,58265,0,230,100,110,15230
38,ND,58266,0,90,60,50,5701
38,ND,58267,0,680,270,350,46305
38,ND,58270,0,950,450,440,61450
38,ND,58271,0,360,170,160,23486
38,ND,58272,0,140,60,60,6323
38,ND,58273,0,120,60,50,6397
38,ND,58274,0,450,190,230,29461
38,ND,58275,0,400,180,190,26052
38,ND,58276,0,250,110,100,14487
38,ND,58278,0,970,380,540,80598
38,ND,58282,0,680,320,290,45966
38,ND,58301,0,5050,2530,1850,291820
38,ND,58316,0,2460,890,540,91366
38,ND,58317,0,90,50,40,4741
38,ND,58318,0,1920,910,850,136021
38,ND,58324,0,680,300,300,40900
38,ND,58327,0,160,70,70,14356
38,ND,58329,0,1210,470,280,43621
38,ND,58330,0,180,100,70,10573
38,ND,58332,0,140,70,60,6664
38,ND,58341,0,1300,610,610,72910
38,ND,58344,0,490,240,220,33641
38,ND,58346,0,340,170,130,23784
38,ND,58348,0,390,170,170,23063
38,ND,58351,0,190,90,90,11508
38,ND,58352,0,230,100,120,16406
38,ND,58356,0,840,400,350,47161
38,ND,58357,0,100,50,30,4771
38,ND,58365,0,130,70,60,6358
38,ND,58366,0,430,180,210,25550
38,ND,58367,0,950,410,340,51776
38,ND,58368,0,1800,890,800,103709
38,ND,58369,0,380,180,130,17765
38,ND,58370,0,370,130,60,10431
38,ND,58374,0,250,130,110,13883
38,ND,58377,0,130,60,70,8191
38,ND,58380,0,190,100,90,10472
38,ND,58381,0,160,60,70,10778
38,ND,58384,0,280,130,130,14925
38,ND,58401,0,8210,4220,3150,479638
38,ND,58413,0,540,230,270,27240
38,ND,58416,0,210,80,100,13044
38,ND,58418,0,170,80,100,10839
38,ND,58420,0,150,70,60,10295
38,ND,58421,0,1480,720,640,106789
38,ND,58424,0,120,40,80,7740
38,ND,58425,0,700,340,320,41190
38,ND,58428,0,110,50,50,6919
38,ND,58429,0,140,60,70,8229
38,ND,58433,0,560,270,250,34174
38,ND,58436,0,830,370,400,43498
38,ND,58438,0,360,170,170,28922
38,ND,58441,0,230,130,90,24320
38,ND,58442,0,210,90,100,9627
38,ND,58448,0,150,80,80,9586
38,ND,58454,0,160,80,80,9557
38,ND,58455,0,140,60,70,9553
38,ND,58456,0,270,110,130,18248
38,ND,58458,0,560,240,280,38757
38,ND,58460,0,90,40,50,3958
38,ND,58461,0,230,80,120,14442
38,ND,58463,0,310,140,150,14970
38,ND,58464,0,120,50,60,6067
38,ND,58466,0,160,70,90,12175
38,ND,58467,0,260,110,120,12200
38,ND,58472,0,190,80,120,15223
38,ND,58474,0,1310,610,600,78933
38,ND,58476,0,130,50,70,11682
38,ND,58479,0,100,40,50,5197
38,ND,58480,0,180,60,90,10643
38,ND,58481,0,110,50,60,7152
38,ND,58482,0,450,200,230,28294
38,ND,58483,0,140,70,60,6504
38,ND,58486,0,140,70,60,9303
38,ND,58487,0,220,100,110,12131
38,ND,58488,0,110,40,60,6429
38,ND,58490,0,120,50,60,9032
38,ND,58492,0,210,80,110,14868
38,ND,58494,0,180,70,80,7671
38,ND,58495,0,620,270,320,37889
38,ND,58496,0,110,50,50,5482
38,ND,58497,0,160,70,80,12437
38,ND,58501,0,14800,8310,5110,914431
38,ND,58503,0,15580,7010,7460,1491494
38,ND,58504,0,13290,6740,5160,1044509
38,ND,58520,0,110,40,70,5950
38,ND,58521,0,330,120,200,26880
38,ND,58523,0,1880,840,930,138334
38,ND,58528,0,210,80,30,4489
38,ND,58529,0,270,130,150,15379
38,ND,58530,0,590,240,290,40657
38,ND,58531,0,210,90,100,16505
38,ND,58532,0,150,60,70,7391
38,ND,58533,0,450,230,210,20812
38,ND,58535,0,260,100,130,15162
38,ND,58538,0,860,350,140,30678
38,ND,58540,0,1240,560,570,79676
38,ND,58541,0,170,70,100,11760
38,ND,58542,0,110,40,60,5099
38,ND,58544,0,240,120,100,16028
38,ND,58545,0,1800,780,910,132681
38,ND,58552,0,800,380,350,43205
38,ND,58554,0,12920,6390,5160,882533
38,ND,58558,0,430,170,230,34350
38,ND,58559,0,110,40,60,7479
38,ND,58561,0,480,240,240,29141
38,ND,58562,0,180,70,110,9545
38,ND,58563,0,920,380,480,56543
38,ND,58565,0,140,60,70,9772
38,ND,58568,0,160,70,60,6608
38,ND,58570,0,160,60,80,7316
38,ND,58571,0,290,130,150,17061
38,ND,58572,0,160,70,80,12644
38,ND,58573,0,280,150,130,12960
38,ND,58575,0,460,220,210,24921
38,ND,58576,0,470,200,250,34494
38,ND,58577,0,930,410,460,65465
38,ND,58579,0,640,300,300,42115
38,ND,58580,0,210,100,100,14415
38,ND,58581,0,110,50,60,4366
38,ND,58601,0,13860,7310,5250,1282459
38,ND,58621,0,680,330,290,46302
38,ND,58622,0,1040,520,440,87373
38,ND,58623,0,1210,600,530,98149
38,ND,58625,0,100,50,50,4835
38,ND,58626,0,180,100,70,20425
38,ND,58630,0,320,130,150,27507
38,ND,58631,0,600,290,260,35605
38,ND,58634,0,170,80,80,18878
38,ND,58636,0,380,180,170,27295
38,ND,58638,0,530,240,250,34017
38,ND,58639,0,940,460,390,53508
38,ND,58640,0,1040,550,380,132951
38,ND,58642,0,170,70,80,20463
38,ND,58645,0,190,110,70,13908
38,ND,58646,0,550,250,280,33610
38,ND,58647,0,580,260,270,41758
38,ND,58649,0,170,80,80,9470
38,ND,58650,0,190,80,100,12407
38,ND,58651,0,240,100,120,20701
38,ND,58652,0,550,240,260,41794
38,ND,58653,0,280,130,140,20091
38,ND,58654,0,130,60,70,9401
38,ND,58655,0,330,170,140,33575
38,ND,58656,0,250,110,130,20723
38,ND,58701,0,16460,8770,5910,1206467
38,ND,58703,0,11330,6000,4150,765700
38,ND,58704,0,1880,380,1350,84166
38,ND,58705,0,700,690,0,13135
38,ND,58710,0,210,100,110,12049
38,ND,58718,0,580,270,260,49709
38,ND,58721,0,300,130,140,23224
38,ND,58722,0,800,360,370,62712
38,ND,58723,0,90,40,50,4836
38,ND,58725,0,200,80,80,12241
38,ND,58727,0,190,90,80,13817
38,ND,58730,0,840,430,330,76253
38,ND,58731,0,140,70,60,7777
38,ND,58733,0,190,70,110,14408
38,ND,58734,0,140,60,60,9695
38,ND,58735,0,170,80,100,12343
38,ND,58736,0,200,90,90,9653
38,ND,58740,0,390,160,200,25458
38,ND,58741,0,310,160,120,17191
38,ND,58746,0,840,390,380,65827
38,ND,58750,0,280,110,140,19500
38,ND,58752,0,150,60,70,12461
38,ND,58756,0,140,80,60,11665
38,ND,58757,0,230,90,50,15320
38,ND,58758,0,100,40,60,5548
38,ND,58759,0,390,150,190,23233
38,ND,58760,0,140,60,60,9173
38,ND,58761,0,560,270,260,42713
38,ND,58762,0,100,60,40,7417
38,ND,58763,0,1840,920,530,241278
38,ND,58765,0,170,90,70,14220
38,ND,58768,0,150,60,70,10344
38,ND,58769,0,140,70,50,14324
38,ND,58770,0,650,310,230,75542
38,ND,58771,0,250,130,110,25526
38,ND,58773,0,440,220,220,47970
38,ND,58776,0,240,130,80,35419
38,ND,58779,0,180,70,100,13458
38,ND,58781,0,370,170,150,23639
38,ND,58782,0,210,110,90,14209
38,ND,58783,0,190,90,80,13035
38,ND,58784,0,1500,740,610,179809
38,ND,58785,0,690,270,350,52314
38,ND,58788,0,540,260,270,32258
38,ND,58789,0,190,90,80,12948
38,ND,58790,0,870,400,380,56387
38,ND,58792,0,130,60,50,6203
38,ND,58793,0,300,100,140,30129
38,ND,58795,0,150,80,60,16374
38,ND,58801,0,14250,7760,4750,1647263
38,ND,58803,0,440,270,110,31028
38,ND,58830,0,140,60,70,19459
38,ND,58831,0,540,260,200,73711
38,ND,58835,0,300,140,130,54925
38,ND,58838,0,130,50,60,19191
38,ND,58843,0,260,110,130,33039
38,ND,58845,0,210,70,130,18050
38,ND,58847,0,130,70,60,55570
38,ND,58849,0,640,300,280,96707
38,ND,58852,0,1490,760,560,172318
38,ND,58854,0,3590,1850,1340,542163
38,ND,99999,0,12180,6520,4630,1175905
39,OH,0,0,5501630,2550970,1879870,315314684
39,OH,43001,0,1270,510,580,80306
39,OH,43003,0,1350,560,530,64414
39,OH,43004,0,12580,5490,4490,965491
39,OH,43006,0,290,130,120,9782
39,OH,43009,0,910,320,410,49560
39,OH,43011,0,3440,1280,1520,193343
39,OH,43013,0,540,220,260,28887
39,OH,43014,0,1490,610,630,63831
39,OH,43015,0,24020,9960,10050,1847956
39,OH,43016,0,19600,9120,7980,1856594
39,OH,43017,0,19480,8170,8630,2443500
39,OH,43019,0,4030,1490,1900,200253
39,OH,43021,0,5440,1770,2890,653103
39,OH,43022,0,1140,480,490,74035
39,OH,43023,0,5600,2170,2720,611222
39,OH,43025,0,2750,1160,1120,169089
39,OH,43026,0,29270,13190,11070,2006602
39,OH,43028,0,3430,1300,1630,187582
39,OH,43029,0,240,110,110,11133
39,OH,43031,0,6280,2610,2630,376427
39,OH,43035,0,12450,4540,5730,1153348
39,OH,43037,0,160,70,60,5338
39,OH,43040,0,14800,6280,6170,903651
39,OH,43044,0,2440,1000,990,124723
39,OH,43045,0,930,380,410,55400
39,OH,43046,0,1540,670,630,91482
39,OH,43050,0,13140,5950,4860,623232
39,OH,43054,0,11490,4910,5000,2357112
39,OH,43055,0,27940,12910,9470,1237172
39,OH,43056,0,8420,3590,3260,420544
39,OH,43060,0,1190,490,450,57319
39,OH,43061,0,2030,750,960,150923
39,OH,43062,0,13800,5360,5950,828352
39,OH,43064,0,6220,2420,2860,488172
39,OH,43065,0,19550,7280,9400,2448149
39,OH,43066,0,620,230,320,38186
39,OH,43067,0,760,310,340,42376
39,OH,43068,0,27440,12810,7820,1271171
39,OH,43071,0,1100,450,500,50310
39,OH,43072,0,2630,990,1190,129068
39,OH,43074,0,6120,2340,2780,439387
39,OH,43076,0,4270,1730,1810,242878
39,OH,43078,0,9630,4270,3460,445349
39,OH,43080,0,2400,970,980,114709
39,OH,43081,0,31000,14880,10820,1942530
39,OH,43082,0,15100,5700,7400,1756532
39,OH,43084,0,400,170,170,21135
39,OH,43085,0,12810,5860,4820,1035301
39,OH,43102,0,2050,780,950,116736
39,OH,43103,0,5190,2120,2110,275922
39,OH,43105,0,4000,1520,1750,244005
39,OH,43106,0,760,330,250,29201
39,OH,43107,0,1440,570,650,67237
39,OH,43110,0,17700,7880,5610,958485
39,OH,43112,0,2330,900,1030,153041
39,OH,43113,0,10710,4490,4300,532067
39,OH,43115,0,570,200,240,26006
39,OH,43116,0,830,260,430,54597
39,OH,43119,0,14160,6210,5010,736846
39,OH,43123,0,31570,14270,11350,1748704
39,OH,43125,0,6770,3300,2190,323854
39,OH,43128,0,1110,530,360,43309
39,OH,43130,0,26660,11590,10250,1297234
39,OH,43135,0,1810,720,790,82112
39,OH,43136,0,680,290,270,37979
39,OH,43137,0,1150,480,440,54333
39,OH,43138,0,7800,3180,3120,328961
39,OH,43140,0,9380,4080,3460,505396
39,OH,43143,0,2730,1150,1080,134447
39,OH,43145,0,850,340,370,41050
39,OH,43146,0,4300,1670,1880,254462
39,OH,43147,0,19640,7680,8400,1432071
39,OH,43148,0,1000,370,440,47548
39,OH,43149,0,1140,430,550,56911
39,OH,43150,0,1060,400,480,52040
39,OH,43152,0,390,150,180,15343
39,OH,43153,0,420,180,180,19873
39,OH,43154,0,1400,520,590,71878
39,OH,43155,0,1180,460,520,61692
39,OH,43160,0,10160,4620,3290,428588
39,OH,43162,0,3480,1530,1360,173194
39,OH,43164,0,1070,420,420,49376
39,OH,43201,0,11780,9460,1000,481925
39,OH,43202,0,10400,7470,2110,427779
39,OH,43203,0,3430,1980,280,96888
39,OH,43204,0,19700,10560,4250,775393
39,OH,43205,0,5590,3400,520,172229
39,OH,43206,0,11650,7150,1770,638434
39,OH,43207,0,21060,10420,4910,714118
39,OH,43209,0,13410,6710,4150,1302004
39,OH,43210,0,400,270,90,8939
39,OH,43211,0,8990,4400,990,199747
39,OH,43212,0,12130,8500,2580,903308
39,OH,43213,0,17160,8670,3470,640127
39,OH,43214,0,14950,8710,4490,1013957
39,OH,43215,0,8830,7270,930,915848
39,OH,43217,0,1020,430,190,27573
39,OH,43219,0,13470,6890,2140,469899
39,OH,43220,0,14350,7750,4850,1345687
39,OH,43221,0,17280,8240,6740,2019713
39,OH,43222,0,1620,830,220,33887
39,OH,43223,0,10520,5100,2250,300587
39,OH,43224,0,20640,10680,4310,606492
39,OH,43227,0,11420,5690,1720,336710
39,OH,43228,0,25690,12920,6500,983799
39,OH,43229,0,25940,13480,5320,893973
39,OH,43230,0,28750,14230,9540,1855771
39,OH,43231,0,10260,5110,2450,407417
39,OH,43232,0,21260,10470,3600,666933
39,OH,43235,0,22430,11470,7740,1692499
39,OH,43240,0,2760,1460,860,174894
39,OH,43302,0,22050,9610,7470,938972
39,OH,43310,0,1590,670,640,81556
39,OH,43311,0,9460,4320,3280,460483
39,OH,43314,0,1400,560,580,66515
39,OH,43315,0,3260,1310,1310,149364
39,OH,43316,0,2990,1300,1110,149782
39,OH,43318,0,1560,620,660,77064
39,OH,43319,0,520,220,250,31515
39,OH,43320,0,700,270,290,31767
39,OH,43321,0,140,80,30,4243
39,OH,43323,0,310,110,160,15980
39,OH,43324,0,1410,580,580,84113
39,OH,43326,0,5900,2460,2200,253556
39,OH,43331,0,2130,1020,700,86640
39,OH,43332,0,950,380,410,43510
39,OH,43333,0,420,180,150,19148
39,OH,43334,0,2900,1160,1250,140158
39,OH,43337,0,540,210,220,28072
39,OH,43338,0,4600,1880,1920,216418
39,OH,43340,0,670,270,300,28844
39,OH,43341,0,410,140,190,18976
39,OH,43342,0,1660,670,700,87697
39,OH,43343,0,590,230,260,26868
39,OH,43344,0,2630,1100,1080,129975
39,OH,43345,0,410,150,170,21280
39,OH,43347,0,700,290,280,32251
39,OH,43348,0,960,450,300,40388
39,OH,43351,0,5050,2180,1840,245338
39,OH,43356,0,560,200,280,40260
39,OH,43357,0,2320,940,1020,126834
39,OH,43358,0,1180,440,540,58158
39,OH,43359,0,380,140,150,16376
39,OH,43360,0,870,370,360,48296
39,OH,43402,0,14040,7570,4570,752632
39,OH,43406,0,800,350,300,32899
39,OH,43407,0,310,130,130,14018
39,OH,43410,0,5170,2250,1800,226608
39,OH,43412,0,2150,880,940,131100
39,OH,43413,0,680,270,270,31351
39,OH,43416,0,1440,580,630,83125
39,OH,43420,0,15230,7060,4930,684418
39,OH,43430,0,2390,1030,930,123469
39,OH,43431,0,2240,970,880,109166
39,OH,43432,0,760,290,320,43553
39,OH,43435,0,730,300,310,33353
39,OH,43440,0,2490,1150,1020,140060
39,OH,43442,0,490,190,210,25587
39,OH,43443,0,900,350,390,48641
39,OH,43445,0,610,260,250,33770
39,OH,43447,0,1810,750,710,95771
39,OH,43449,0,4150,1860,1640,216749
39,OH,43450,0,1800,790,760,100858
39,OH,43451,0,590,270,240,27781
39,OH,43452,0,7280,3420,2610,391399
39,OH,43457,0,730,290,300,30519
39,OH,43460,0,3320,1570,1120,177336
39,OH,43462,0,550,250,220,25338
39,OH,43464,0,700,340,240,29143
39,OH,43465,0,2780,1320,970,130197
39,OH,43466,0,970,370,440,49018
39,OH,43469,0,1610,690,650,91983
39,OH,43501,0,350,130,150,13378
39,OH,43502,0,3520,1480,1490,199608
39,OH,43504,0,530,230,230,33734
39,OH,43506,0,7510,3480,2660,361942
39,OH,43511,0,410,150,180,19716
39,OH,43512,0,13900,6070,5220,682649
39,OH,43515,0,3870,1600,1610,189756
39,OH,43516,0,1380,550,570,64765
39,OH,43517,0,1760,720,690,80698
39,OH,43518,0,1230,450,580,57774
39,OH,43521,0,1310,560,520,56099
39,OH,43522,0,1670,710,690,92505
39,OH,43524,0,620,230,280,29793
39,OH,43525,0,510,180,240,30467
39,OH,43526,0,2850,1200,1160,130361
39,OH,43527,0,1120,440,450,53689
39,OH,43528,0,8150,3620,3170,608468
39,OH,43532,0,1900,770,800,91105
39,OH,43533,0,780,320,300,40955
39,OH,43534,0,800,310,330,34766
39,OH,43535,0,400,180,170,18302
39,OH,43536,0,170,70,80,7368
39,OH,43537,0,14920,6840,5710,1090251
39,OH,43540,0,690,290,290,38993
39,OH,43542,0,1850,700,880,181545
39,OH,43543,0,3670,1600,1380,157007
39,OH,43545,0,7220,3210,2710,379432
39,OH,43548,0,340,140,180,18327
39,OH,43549,0,680,260,280,30852
39,OH,43551,0,19790,8670,8170,1582186
39,OH,43554,0,1220,540,470,54711
39,OH,43556,0,860,330,350,36745
39,OH,43557,0,1340,560,550,60593
39,OH,43558,0,6730,2870,2730,371139
39,OH,43560,0,15990,6980,6670,1479653
39,OH,43566,0,3850,1550,1740,269590
39,OH,43567,0,6320,2670,2530,303911
39,OH,43569,0,1310,540,530,58208
39,OH,43570,0,1550,630,620,67361
39,OH,43571,0,3590,1410,1600,271959
39,OH,43604,0,2950,1580,250,86527
39,OH,43605,0,10210,4670,2030,274174
39,OH,43606,0,10750,5690,2670,600349
39,OH,43607,0,8750,4510,1140,251281
39,OH,43608,0,5320,2370,760,133903
39,OH,43609,0,8570,4030,1620,236793
39,OH,43610,0,2040,950,270,55832
39,OH,43611,0,8930,4170,2610,381172
39,OH,43612,0,13470,6760,3150,472240
39,OH,43613,0,15910,7970,4430,652602
39,OH,43614,0,15290,7890,4380,726791
39,OH,43615,0,19090,9680,5070,961652
39,OH,43616,0,10450,4700,3740,559030
39,OH,43617,0,3740,1570,1660,324979
39,OH,43619,0,3780,1650,1390,202019
39,OH,43620,0,1950,1010,260,61488
39,OH,43623,0,10340,5180,3330,617697
39,OH,43701,0,24970,11300,8480,1252991
39,OH,43713,0,3240,1410,1360,172290
39,OH,43716,0,890,360,410,57037
39,OH,43718,0,1510,590,740,120871
39,OH,43719,0,1070,450,470,57854
39,OH,43720,0,560,210,240,23202
39,OH,43723,0,2380,1090,780,96209
39,OH,43724,0,2870,1230,1220,152800
39,OH,43725,0,9130,4220,3260,415011
39,OH,43727,0,700,280,290,31328
39,OH,43728,0,480,210,180,16898
39,OH,43730,0,940,360,410,37445
39,OH,43731,0,2190,870,830,79544
39,OH,43732,0,810,370,330,33780
39,OH,43734,0,590,240,270,28947
39,OH,43739,0,990,380,430,49266
39,OH,43746,0,600,260,250,29012
39,OH,43747,0,460,180,220,27508
39,OH,43748,0,1180,480,490,47457
39,OH,43749,0,1070,460,470,41636
39,OH,43754,0,610,270,290,43598
39,OH,43755,0,770,320,340,43543
39,OH,43756,0,2200,940,860,89564
39,OH,43758,0,1350,540,560,53871
39,OH,43760,0,780,310,320,33205
39,OH,43762,0,2040,810,900,109127
39,OH,43764,0,3380,1420,1270,130993
39,OH,43766,0,630,250,250,22326
39,OH,43767,0,700,250,320,38238
